Date,Bitcoin My Wallet Number of Users,Bitcoin Market Price USD,Bitcoin USD Exchange Trade Volume,Bitcoin Difficulty,Bitcoin My Wallet Number of Transaction Per Day,Bitcoin My Wallet Transaction Volume,Bitcoin Average Block Size,Bitcoin api.blockchain Size,Bitcoin Miners Revenue,Bitcoin Hash Rate,Bitcoin Estimated Transaction Volume USD,Bitcoin Estimated Transaction Volume,Bitcoin Total Output Volume,Bitcoin Number of Transaction per Block,Bitcoin Number of Transactions Excluding Popular Addresses,Bitcoin Total Number of Transactions,Bitcoin Number of Transactions,Bitcoin Cost Per Transaction,Bitcoin Cost % of Transaction Volume,Total Bitcoins
10-10-17,"17,478,003","4,819","296,445,764","1,123,863,285,130","58,979","213,113",1,"136,246","8,773,874","7,765,589","837,665,470","173,808","1,778,444","2,104","282,969","261,392,534","292,459",31,1,"16,617,750"
10-09-17,"17,452,385","4,782","347,920,435","1,123,863,285,130","65,085","253,084",1,"136,105","10,009,312","8,938,808","1,174,146,929","245,520","1,952,290","1,894","293,330","261,100,075","303,101",34,1,"16,616,013"
10-08-17,"17,431,605","4,778","397,258,570","1,123,863,285,130","64,429","301,265",1,"135,951","9,983,564","8,994,675","1,118,783,648","234,155","2,564,019","1,844","288,111","260,796,974","296,946",35,1,"16,614,013"
10-07-17,"17,404,506","4,602","282,133,883","1,123,863,285,130","58,478","312,336",1,"135,802","10,645,076","10,167,894","676,195,487","146,926","1,273,612","1,310","231,239","260,500,028","238,385",46,2,"16,612,000"
10-06-17,"17,385,625","4,376","89,524,652","1,123,863,285,130","43,968","158,482",1,"135,663","8,787,393","8,827,072","553,329,640","126,441","1,055,526","1,463","224,347","260,261,643","231,226",39,2,"16,609,725"
10-05-17,"17,361,174","4,346","205,812,106","1,123,863,285,130","53,020","277,865",1,"135,531","8,954,116","8,882,940","714,231,923","164,357","1,383,027","1,784","273,619","260,030,417","283,699",33,1,"16,607,750"
10-04-17,"17,332,159","4,339","87,904,264","1,123,863,285,130","66,264","241,433",1,"135,385","7,204,664","6,983,443","814,413,222","187,702","1,666,612","2,186","263,375","259,746,718","273,243",27,1,"16,605,763"
10-03-17,"17,312,457","4,225","204,003,764","1,123,863,285,130","66,779","251,134",1,"135,257","7,436,308","7,486,251","591,746,167","140,052","1,468,791","1,738","224,107","259,473,475","232,826",33,1,"16,604,200"
10-02-17,"17,300,066","4,293","256,471,831","1,123,863,285,130","68,987","214,580",1,"135,145","10,134,350","10,223,761","691,406,024","161,043","1,622,695","1,542","270,946","259,240,649","282,132",37,2,"16,602,525"
10-01-17,"17,270,016","4,387","250,398,348","1,123,590,453,770","67,502","147,970",1,"134,985","8,729,899","8,380,132","848,062,737","193,318","2,028,712","1,967","283,862","258,958,517","295,002",31,1,"16,600,238"
09-30-17,"17,255,044","4,361","171,779,832","1,103,400,932,960","50,105","79,755",1,"134,835","7,369,622","7,130,547","499,781,338","114,610","1,439,109","1,567","196,391","258,663,515","203,653",37,2,"16,598,363"
09-29-17,"17,226,168","4,335","222,088,522","1,103,400,932,960","64,186","78,560",1,"134,716","7,690,943","7,569,349","663,214,578","152,978","1,660,941","1,541","204,213","258,459,862","212,678",37,1,"16,596,738"
09-28-17,"17,205,074","4,194","289,284,083","1,103,400,932,960","53,786","77,798",1,"134,607","9,047,637","9,269,710","729,473,583","173,950","1,960,683","1,506","243,539","258,247,184","254,438",37,1,"16,595,013"
09-27-17,"17,182,806","4,202","275,531,143","1,103,400,932,960","44,880","74,938",1,"134,467","9,528,010","9,708,513","841,302,339","200,215","2,302,851","1,559","263,177","257,992,746","275,976",36,1,"16,592,900"
09-26-17,"17,162,305","4,203","357,673,849","1,103,400,932,960","35,753","71,759",1,"134,317","8,033,184","8,063,003","721,892,560","171,775","2,168,985","1,755","245,436","257,716,770","257,961",32,1,"16,590,688"
09-25-17,"17,134,865","3,910","175,299,978","1,103,400,932,960","73,047","121,993",1,"134,193","7,065,925","7,569,349","774,208,153","197,992","2,093,407","1,910","252,939","257,458,809","263,648",28,1,"16,588,850"
09-24-17,"17,118,097","3,943","284,073,951","1,103,400,932,960","40,218","103,915",1,"134,060","6,522,957","6,856,295","1,013,757,770","257,132","1,995,685","1,813","217,489","257,195,161","226,603",30,1,"16,587,125"
09-23-17,"17,097,854","3,703","138,592,392","1,103,400,932,960","44,321","143,697",1,"133,945","6,815,446","7,953,302","359,612,295","97,113","1,119,277","1,278","178,847","256,968,558","185,277",38,2,"16,585,563"
09-22-17,"17,081,938","3,776","179,361,986","1,103,400,932,960","44,323","65,567",1,"133,850","7,983,282","9,105,159","498,447,359","131,991","1,314,508","1,228","196,334","256,783,281","203,861",40,2,"16,583,750"
09-21-17,"17,056,108","3,638","317,303,698","1,103,400,932,960","59,168","114,078",1,"133,745","6,520,223","7,624,200","723,462,622","198,890","1,875,335","1,638","217,768","256,579,420","227,615",30,1,"16,581,675"
09-20-17,"17,032,335","3,659","385,065,465","1,103,400,932,960","53,841","152,381",1,"133,634","8,287,404","9,653,663","688,978,349","188,302","1,932,728","1,450","244,380","256,351,805","255,257",33,1,"16,579,938"
09-16-17,"16,896,609","3,978","229,919,030","1,103,400,932,960","73,224","206,513",1,"133,499","6,147,322","6,417,492","736,406,710","185,140","1,939,587","2,015","225,391","256,096,548","235,723",27,1,"16,577,738"
09-15-17,"16,896,609","3,943","349,157,038","1,103,400,932,960","59,145","192,607",1,"133,388","8,091,884","8,556,656","857,981,326","217,573","1,923,285","1,814","270,846","255,860,825","282,917",30,1,"16,576,275"
09-14-17,"16,881,324","4,093","425,335,356","1,052,185,622,750","67,660","322,737",1,"133,239","6,960,685","6,965,995","838,578,662","204,865","2,333,957","1,718","210,114","255,577,908","218,204",33,1,"16,574,325"
09-13-17,"16,850,903","3,746","249,840,871","922,724,699,725","51,703","213,266",1,"133,123","8,368,700","8,072,925","571,971,943","152,686","1,738,875","1,123","190,596","255,359,704","197,683",44,2,"16,572,738"
09-12-17,"16,829,685","3,764","474,370,446","922,724,699,725","56,181","158,257",1,"133,020","8,161,423","7,751,843","753,316,072","200,157","2,240,647","1,351","220,476","255,162,021","228,257",37,1,"16,570,538"
09-11-17,"16,806,025","3,774","1,267,434,716","922,724,699,725","57,059","255,160",1,"132,902","8,227,898","8,256,401","1,503,345,854","398,315","3,534,612","1,623","277,657","254,933,764","292,079",29,1,"16,568,425"
09-10-17,"16,775,085","3,320","736,178,849","922,724,699,725","58,884","166,194",1,"132,750","7,489,085","7,981,187","889,710,944","268,015","3,200,145","1,541","256,389","254,641,685","268,068",29,1,"16,566,175"
09-09-17,"16,751,705","3,961","541,722,554","922,724,699,725","55,044","142,476",1,"132,610","9,617,967","8,715,090","1,003,125,422","253,233","2,831,213","1,386","251,282","254,373,617","263,320",38,1,"16,564,000"
09-08-17,"16,720,764","4,219","311,636,501","922,724,699,725","61,912","167,939",1,"132,475","10,193,192","8,623,352","906,438,524","214,845","2,430,942","1,363","245,104","254,110,297","256,230",41,1,"16,561,625"
09-07-17,"16,699,899","4,248","250,115,590","922,724,699,725","60,026","194,743",1,"132,341","9,592,187","7,981,187","848,892,503","199,829","2,692,005","1,457","243,006","253,854,067","253,492",39,1,"16,559,275"
09-06-17,"16,670,992","4,330","331,793,078","922,724,699,725","60,848","295,906",1,"132,197","7,845,878","6,329,907","875,474,656","202,190","1,623,220","1,400","184,514","253,600,575","193,240",42,1,"16,557,100"
09-05-17,"16,633,880","4,376","117,381,165","922,724,699,725","47,283","187,016",1,"132,088","9,554,034","7,751,843","778,259,236","177,865","1,849,747","1,289","208,197","253,407,335","217,890",45,1,"16,555,375"
09-04-17,"16,608,847","4,311","503,768,706","922,724,699,725","56,264","192,359",1,"131,965","10,028,960","8,027,056","1,024,260,564","237,606","2,168,326","1,597","265,933","253,189,445","279,488",37,1,"16,553,263"
09-03-17,"16,577,787","4,655","222,544,561","922,724,699,725","56,590","372,843",1,"131,805","11,050,159","8,072,925","1,261,424,204","271,003","2,233,112","1,457","244,953","252,909,957","256,374",45,1,"16,551,075"
09-02-17,"16,543,820","4,642","384,503,429","903,315,386,419","50,621","224,240",1,"131,662","10,290,919","7,430,761","1,347,017,552","290,192","2,520,447","1,705","264,180","252,653,583","276,225",39,1,"16,548,875"
09-01-17,"16,519,724","4,489","467,133,132","888,171,856,257","51,878","329,532",1,"131,516","11,928,774","8,697,799","1,403,653,848","312,707","6,493,150","1,411","263,568","252,377,358","277,948",44,1,"16,546,850"
08-31-17,"16,483,747","4,344","513,527,218","888,171,856,257","37,015","119,229",1,"131,366","10,527,922","7,726,471","1,422,579,715","327,474","2,420,753","1,539","255,198","252,099,410","269,280",41,1,"16,544,388"
08-30-17,"16,452,279","4,648","308,302,328","888,171,856,257","54,422","334,996",1,"131,203","9,700,710","6,799,294","795,926,408","171,235","1,424,953","1,268","186,748","251,830,130","195,289",52,1,"16,542,200"
08-29-17,"16,413,878","4,580","440,710,136","888,171,856,257","43,818","295,117",1,"131,085","10,374,578","7,240,807","918,257,380","200,476","1,580,306","1,444","224,454","251,634,841","236,811",45,1,"16,540,275"
08-28-17,"16,396,136","4,912","338,585,244","888,171,856,257","53,094","161,158",1,"130,953","12,131,998","7,682,320","1,228,012,220","250,016","1,802,441","1,630","270,293","251,398,030","283,670",44,1,"16,538,225"
08-27-17,"16,362,216","4,748","220,351,500","888,171,856,257","54,565","220,791",1,"130,784","11,260,487","7,196,656","1,192,190,047","251,080","1,789,356","1,722","267,739","251,114,360","280,724",41,1,"16,536,050"
08-26-17,"16,337,365","4,595","202,687,614","888,171,856,257","54,446","119,162",1,"130,624","11,046,351","7,417,412","1,010,875,741","219,995","1,638,680","1,616","258,886","250,833,636","271,466",42,1,"16,534,013"
08-25-17,"16,318,023","4,608","317,010,672","888,171,856,257","55,596","116,623",1,"130,458","10,384,095","6,578,538","1,144,825,472","248,444","1,958,313","1,887","265,191","250,562,170","281,116",38,1,"16,531,913"
08-24-17,"16,285,960","4,392","209,634,566","888,171,856,257","57,762","158,102",1,"130,310","8,451,776","5,695,513","925,154,461","210,661","1,720,458","1,735","215,537","250,281,054","223,771",39,1,"16,530,050"
08-23-17,"16,264,821","4,354","112,660,558","888,171,856,257","54,399","171,140",1,"130,183","9,642,616","6,843,446","781,459,739","179,468","1,285,150","1,690","239,910","250,057,283","261,891",38,1,"16,528,438"
08-22-17,"16,236,142","4,361","139,377,310","888,171,856,257","40,307","79,048",1,"130,029","7,319,122","4,635,883","696,876,277","159,815","1,402,893","2,157","219,933","249,795,392","226,485",33,1,"16,526,500"
08-21-17,"16,203,923","4,363","246,665,525","888,171,856,257","50,756","126,020",1,"129,925","7,153,228","4,459,278","765,174,341","175,376","1,419,458","2,061","199,952","249,568,907","208,169",35,1,"16,525,188"
08-20-17,"16,174,158","4,340","218,844,387","891,643,263,405","68,887","246,847",1,"129,831","6,929,316","4,459,278","756,043,561","174,191","1,648,687","2,018","196,200","249,360,738","203,805",35,1,"16,523,925"
08-19-17,"16,141,088","4,175","257,486,336","923,233,068,448","48,537","116,048",1,"129,736","10,230,715","7,297,172","1,059,426,387","253,758","2,363,820","1,986","305,147","249,156,933","315,734",33,1,"16,522,663"
08-18-17,"16,118,648","4,082","504,190,986","923,233,068,448","59,680","153,255",1,"129,579","5,749,752","4,084,581","881,477,646","215,933","1,843,218","2,205","189,037","248,841,199","196,283",30,1,"16,520,675"
08-17-17,"16,093,158","4,044","123,200,187","923,233,068,448","59,777","123,556",1,"129,490","6,787,387","5,277,829","819,457,187","202,649","2,497,995","2,059","227,242","248,644,916","236,772",30,1,"16,519,563"
08-16-17,"16,057,651","4,158","177,654,410","923,233,068,448","52,386","173,500",1,"129,378","7,392,849","5,966,241","755,018,136","181,584","1,783,559","1,622","203,607","248,408,144","210,852",36,1,"16,518,125"
08-15-17,"16,030,405","4,223","322,665,040","923,233,068,448","43,722","139,787",1,"129,253","8,768,358","6,930,019","1,323,689,300","313,473","2,352,590","1,767","258,336","248,197,292","266,832",34,1,"16,516,500"
08-14-17,"15,992,082","4,130","373,082,616","923,233,068,448","52,264","100,810",1,"129,107","8,775,120","6,838,231","1,137,241,535","275,332","2,669,279","2,096","301,461","247,930,460","312,250",29,1,"16,514,613"
08-13-17,"15,967,771","4,329","351,792,038","923,233,068,448","48,039","118,211",1,"128,964","10,849,951","8,215,055","1,318,331,836","304,554","2,790,881","1,940","337,055","247,618,210","347,319",32,1,"16,512,750"
08-12-17,"15,936,256","4,361","341,988,374","923,233,068,448","57,473","121,159",1,"128,789","8,320,553","5,966,241","982,522,797","225,304","2,954,985","2,114","266,961","247,270,891","274,866",31,1,"16,510,513"
08-11-17,"15,913,531","4,217","592,573,698","923,233,068,448","59,122","149,722",1,"128,663","9,146,734","6,975,913","1,206,087,776","286,004","2,679,106","2,046","300,436","246,996,025","311,002",31,1,"16,508,888"
08-10-17,"15,895,133","4,283","168,021,272","923,233,068,448","60,871","148,417",1,"128,515","7,782,196","5,966,241","873,611,922","203,972","2,822,187","1,964","247,068","246,685,023","255,362",31,1,"16,506,988"
08-09-17,"15,868,134","4,126","381,628,414","923,233,068,448","60,132","248,769",1,"128,391","8,147,957","6,792,336","926,444,962","224,563","2,243,479","1,779","254,611","246,429,661","263,310",32,1,"16,505,363"
08-08-17,"15,848,250","3,853","332,122,906","923,233,068,448","42,912","121,291",1,"128,245","7,067,967","6,195,712","870,629,381","225,973","2,414,521","1,930","252,439","246,166,351","260,521",28,1,"16,503,513"
08-07-17,"15,818,738","3,633","195,208,159","923,233,068,448","53,177","151,218",1,"128,113","7,130,611","6,608,760","991,542,730","272,964","3,230,000","1,972","273,509","245,905,830","284,001",26,1,"16,501,825"
08-06-17,"15,795,255","3,424","153,824,057","923,233,068,448","57,704","178,077",1,"127,974","6,163,928","6,149,818","963,128,414","281,254","2,835,043","1,925","249,804","245,621,829","257,965",25,1,"16,500,025"
08-05-17,"15,770,223","3,357","199,170,114","888,074,709,978","53,067","126,734",1,"127,842","6,117,049","6,333,395","807,119,553","240,405","2,423,176","1,891","253,174","245,363,864","260,955",24,1,"16,498,350"
08-04-17,"15,754,533","3,457","241,759,565","860,221,984,436","57,417","110,644",1,"127,711","7,395,324","7,012,946","1,245,606,696","360,275","2,700,000","1,680","265,704","245,102,909","275,574",28,1,"16,496,625"
08-03-17,"15,738,376","3,407","198,345,493","860,221,984,436","60,568","166,084",1,"127,550","6,700,312","6,542,566","1,385,571,339","406,657","2,359,920","1,627","241,118","244,827,335","249,002",28,1,"16,494,575"
08-02-17,"15,713,084","3,253","122,798,187","860,221,984,436","60,638","270,850",1,"127,406","5,802,572","5,986,661","1,044,204,487","321,041","1,759,850","1,426","193,455","244,578,333","199,627",30,1,"16,492,663"
08-01-17,"15,695,040","3,218","344,352,179","860,221,984,436","60,638","270,850",1,"127,295","7,255,240","7,568,850","983,755,830","305,693","1,958,603","1,355","232,773","244,378,706","239,771",31,1,"16,490,913"
07-14-17,"15,277,283","2,874","106,217,903","860,221,984,436","43,951","132,232",1,"127,139","6,553,817","7,654,374","1,196,484,565","416,335","2,329,716","1,317","229,312","244,138,935","235,792",29,1,"16,488,700"
07-13-17,"15,277,283","2,794","113,131,475","860,221,984,436","72,762","297,831",1,"126,974","5,009,853","5,901,138","970,956,326","347,500","2,133,227","1,544","205,843","243,903,143","213,017",24,1,"16,486,463"
07-12-17,"15,265,268","2,694","117,440,138","860,221,984,436","42,696","156,954",1,"126,854","5,295,684","6,499,804","1,412,768,877","524,484","2,820,428","1,377","203,050","243,690,126","209,321",26,0,"16,484,738"
07-11-17,"15,235,621","2,710","214,878,001","860,221,984,436","64,433","176,505",1,"126,721","5,102,353","6,371,518","1,369,195,846","505,161","2,633,798",885,"130,345","243,480,805","131,875",40,0,"16,482,838"
07-10-17,"15,212,409","2,866","127,009,234","860,221,984,436","58,749","161,278",1,"126,613","5,550,845","6,200,471","1,772,644,311","618,415","2,947,403","1,593","225,772","243,348,930","231,012",25,0,"16,480,975"
07-09-17,"15,193,479","2,746","152,859,034","860,221,984,436","61,505","156,641",1,"126,478","5,226,926","6,285,994","1,121,219,507","408,317","8,866,223","1,253","180,109","243,117,918","184,145",29,0,"16,479,163"
07-08-17,"15,157,826","2,723","127,294,022","860,221,984,436","33,296","106,622",1,"126,359","5,536,230","6,713,613","928,609,716","341,086","4,134,542","1,345","205,225","242,933,773","211,134",27,1,"16,477,325"
07-07-17,"15,139,904","2,782","232,077,673","860,221,984,436","53,641","99,731",1,"126,222","5,563,273","6,414,280","1,328,334,474","477,537","4,203,872","1,648","240,817","242,722,639","247,207",23,0,"16,475,363"
07-06-17,"15,107,585","2,648","146,490,394","836,351,931,635","60,036","138,437",1,"126,085","5,348,203","6,585,327","827,890,555","312,692","2,481,256","1,463","220,311","242,475,432","225,369",25,1,"16,473,488"
07-05-17,"15,087,440","2,495","176,626,998","804,525,194,568","60,405","146,494",1,"125,942","4,829,128","5,878,995","676,202,733","271,020","3,704,929","1,618","232,701","242,250,063","237,853",21,1,"16,471,563"
07-04-17,"15,063,641","2,561","288,015,953","804,525,194,568","63,345","181,782",1,"125,800","4,978,580","5,918,988","758,199,393","296,056","7,336,256","1,649","238,500","242,012,210","244,036",21,1,"16,469,725"
07-03-17,"15,035,619","2,752","139,976,351","804,525,194,568","58,223","174,898",1,"125,662","6,381,473","7,118,783","552,414,399","200,745","2,393,467","1,349","234,998","241,768,174","240,072",27,1,"16,467,875"
07-02-17,"15,012,452","2,726","169,964,412","804,525,194,568","60,843","312,190",1,"125,503","5,998,935","6,878,824","423,959,853","155,550","1,600,324","1,053","177,243","241,528,102","181,031",34,1,"16,465,650"
